timestamp,event_type,price,regime_raw,regime_confirmed,confirm_reason,signal,signal_reason,signal_score,action,decision_reason,position,unrealized_pnl,ema_fast,ema_slow,atr,rsi
2026-01-18T08:03:08.687360,TRADE,2.0639,TREND_DOWN,TREND_DOWN,TREND_DOWN_VALIDATED,SHORT_TREND_PULLBACK,TREND_DOWN_PULLBACK_ENTRY,0.566,OPEN_SHORT,DE_OPEN_FROM_CANDIDATE,FLAT,0.00,2.0641,2.0664,0.002479,43.3
2026-01-18T08:06:07.700657,REGIME_CHANGE,2.0638,TRANSITION,TRANSITION,TRANSITION_NOT_CONFIRMED,HOLD,TRANSITION_IN_POSITION,0.000,NO_ACTION,DE_HOLD,SHORT,41.15,2.0640,2.0663,0.002421,45.9
2026-01-18T08:12:07.154315,REGIME_CHANGE,2.0648,RANGE,TREND_DOWN,RANGE_OVERRIDE_TREND_DRIFT,HOLD,TREND_DOWN_IN_POSITION,0.000,NO_ACTION,DE_HOLD,SHORT,16.95,2.0642,2.0662,0.002164,52.2
2026-01-18T08:24:05.982668,REGIME_CHANGE,2.0622,TRANSITION,TRANSITION,TRANSITION_NOT_CONFIRMED,HOLD,TRANSITION_IN_POSITION,0.000,NO_ACTION,DE_HOLD,SHORT,79.88,2.0640,2.0658,0.001550,52.4
2026-01-18T08:33:11.274673,REGIME_CHANGE,2.0624,RANGE,TREND_DOWN,RANGE_OVERRIDE_TREND_DRIFT,HOLD,TREND_DOWN_IN_POSITION,0.000,NO_ACTION,DE_HOLD,SHORT,75.04,2.0635,2.0653,0.001029,41.2
2026-01-18T08:45:06.035484,REGIME_CHANGE,2.0628,TRANSITION,TRANSITION,TRANSITION_NOT_CONFIRMED,HOLD,TRANSITION_IN_POSITION,0.000,NO_ACTION,DE_HOLD,SHORT,65.36,2.0634,2.0651,0.000736,43.7
2026-01-18T08:57:02.977224,REGIME_CHANGE,2.0620,TREND_DOWN,TREND_DOWN,TREND_DOWN_VALIDATED,HOLD,TREND_DOWN_IN_POSITION,0.000,NO_ACTION,DE_HOLD,SHORT,84.73,2.0629,2.0646,0.000693,34.5
2026-01-18T09:00:03.031100,REGIME_CHANGE,2.0624,TRANSITION,TRANSITION,TRANSITION_NOT_CONFIRMED,HOLD,TRANSITION_IN_POSITION,0.000,NO_ACTION,DE_HOLD,SHORT,75.04,2.0629,2.0645,0.000714,37.8
2026-01-18T09:12:03.842173,TRADE,2.0650,RANGE,TREND_DOWN,RANGE_OVERRIDE_TREND_DRIFT,EXIT,TREND_EXIT_EMA_SLOW_CROSS,0.800,CLOSE,DE_CLOSE_FROM_EXIT_SIGNAL,SHORT,12.10,2.0628,2.0642,0.000879,65.1
2026-01-18T09:15:05.569819,REGIME_CHANGE,2.0654,TRANSITION,TRANSITION,TRANSITION_NOT_CONFIRMED,HOLD,TRANSITION_BLOCK,0.000,NO_ACTION,DE_HOLD,FLAT,0.00,2.0631,2.0643,0.000871,64.4
2026-01-18T09:18:07.726259,REGIME_CHANGE,2.0662,TREND_DOWN,RANGE,TREND_DOWN_OVERRIDE_RANGE_LOW_SLOPE,HOLD,RANGE_DISABLED,0.000,NO_ACTION,DE_HOLD,FLAT,0.00,2.0634,2.0643,0.000786,59.3
2026-01-18T09:21:04.707142,REGIME_CHANGE,2.0656,TRANSITION,TRANSITION,TRANSITION_NOT_CONFIRMED,HOLD,TRANSITION_BLOCK,0.000,NO_ACTION,DE_HOLD,FLAT,0.00,2.0636,2.0644,0.000736,64.3
2026-01-18T09:24:08.647265,REGIME_CHANGE,2.0657,RANGE,RANGE,RANGE_VALIDATED,HOLD,RANGE_DISABLED,0.000,NO_ACTION,DE_HOLD,FLAT,0.00,2.0638,2.0644,0.000736,64.7
2026-01-18T09:45:04.987006,REGIME_CHANGE,2.0602,RANGE,TREND_DOWN,RANGE_OVERRIDE_TREND_DRIFT,HOLD,TREND_DOWN_NO_PULLBACK,0.000,NO_ACTION,DE_HOLD,FLAT,0.00,2.0630,2.0640,0.000964,44.0
2026-01-18T09:51:07.604663,REGIME_CHANGE,2.0587,TRANSITION,TRANSITION,TRANSITION_NOT_CONFIRMED,HOLD,TRANSITION_BLOCK,0.000,NO_ACTION,DE_HOLD,FLAT,0.00,2.0622,2.0635,0.001021,37.3
2026-01-18T09:57:04.956342,REGIME_CHANGE,2.0599,RANGE,TREND_DOWN,RANGE_OVERRIDE_TREND_DRIFT,HOLD,TREND_DOWN_NO_PULLBACK,0.000,NO_ACTION,DE_HOLD,FLAT,0.00,2.0617,2.0632,0.000879,25.7
2026-01-18T10:00:05.856913,REGIME_CHANGE,2.0590,TRANSITION,TRANSITION,TRANSITION_NOT_CONFIRMED,HOLD,TRANSITION_BLOCK,0.000,NO_ACTION,DE_HOLD,FLAT,0.00,2.0614,2.0631,0.000893,18.4
2026-01-18T10:06:04.201116,REGIME_CHANGE,2.0561,RANGE,TREND_DOWN,RANGE_OVERRIDE_TREND_DRIFT,HOLD,TREND_DOWN_NO_PULLBACK,0.000,NO_ACTION,DE_HOLD,FLAT,0.00,2.0607,2.0626,0.001093,14.7
2026-01-18T10:15:04.763229,REGIME_CHANGE,2.0546,TRANSITION,TRANSITION,TRANSITION_NOT_CONFIRMED,HOLD,TRANSITION_BLOCK,0.000,NO_ACTION,DE_HOLD,FLAT,0.00,2.0591,2.0617,0.001050,17.6
